"barrels08","city08","highway08","comb08","co2TailpipeGpm","cylinders","displ","drive","fuelCost08","fuelType","id","make","model","mpgData","pv2","pv4","trany","VClass","year"
15.6957142857143,18,26,21,423.190476190476,6,2.5,"Rear-Wheel Drive","2450","Premium",26357,"Lexus","IS 250/IS 250C","N","77","88","Manual 6-spd","Subcompact Cars","2010"
13.73375,21,29,24,370.291666666667,6,2.5,"Rear-Wheel Drive","2150","Premium",26358,"Lexus","IS 250/IS 250C","Y","77","88","Automatic (S6)","Subcompact Cars","2010"
16.4805,18,25,20,444.35,6,3.5,"Rear-Wheel Drive","2550","Premium",26359,"Lexus","IS 350/IS 350C","Y","77","88","Automatic (S6)","Subcompact Cars","2010"
19.3888235294118,15,21,17,522.764705882353,6,3.8,"4-Wheel Drive","3050","Premium",26360,"Nissan","GT-R","N","79","0","Automatic (AM6)","Subcompact Cars","2010"
19.3888235294118,14,21,17,522.764705882353,8,4.6,"Rear-Wheel Drive","3050","Premium",26361,"Roush Performance","Stage 3 Mustang","N","83","0","Automatic 5-spd","Subcompact Cars","2010"
18.3116666666667,15,23,18,493.722222222222,8,4.6,"Rear-Wheel Drive","2850","Premium",26362,"Roush Performance","Stage 3 Mustang","N","83","0","Manual 5-spd","Subcompact Cars","2010"
13.73375,21,29,24,370.291666666667,4,2.4,"Front-Wheel Drive","1750","Regular",26363,"Scion","tC","N","0","0","Automatic 4-spd","Subcompact Cars","2010"
14.3308695652174,20,27,23,386.391304347826,4,2.4,"Front-Wheel Drive","1850","Regular",26364,"Scion","tC","N","0","0","Manual 5-spd","Subcompact Cars","2010"
20.600625,14,19,16,555.4375,8,4.6,"Part-time 4-Wheel Drive","2650","Regular",26459,"Toyota","Tundra 4WD","Y","0","0","Automatic (S6)","Standard Pickup Trucks 4WD","2010"
23.5435714285714,13,17,14,634.785714285714,8,5.7,"Part-time 4-Wheel Drive","3050","Regular",26460,"Toyota","Tundra 4WD","Y","0","0","Automatic (S6)","Standard Pickup Trucks 4WD","2010"
21.974,13,17,15,592.466666666667,8,5.7,"Part-time 4-Wheel Drive","2850","Gasoline or E85",26461,"Toyota","Tundra 4WD FFV","N","0","0","Automatic (S6)","Standard Pickup Trucks 4WD","2010"
17.3478947368421,17,23,19,467.736842105263,6,3.5,"Front-Wheel Drive","2250","Regular",26463,"Toyota","Sienna 2WD","Y","0","0","Automatic 5-spd","Minivan - 2WD","2010"
12.6773076923077,23,30,26,341.807692307692,4,2,"Front-Wheel Drive","2000","Premium",28544,"Audi","A5 Cabriolet","N","81","0","Automatic (variable gear ratios)","Subcompact Cars","2010"
14.3308695652174,20,26,23,386.391304347826,4,2,"All-Wheel Drive","2250","Premium",28545,"Audi","A5 Cabriolet quattro","N","81","0","Automatic (S6)","Subcompact Cars","2010"
13.1844,22,30,25,355.48,4,2,"All-Wheel Drive","2050","Premium",28546,"Audi","A5 quattro","N","84","0","Manual 6-spd","Subcompact Cars","2010"
